4e-07	1.33	6.969e-07	6.95526e-07	6.56941e-07	6.57615e-07	6.56134e-07
4e-07	1.34	6.96925e-07	6.95551e-07	6.56963e-07	6.57626e-07	6.56145e-07
4e-07	1.35	6.97102e-07	6.95689e-07	6.56952e-07	6.57638e-07	6.56145e-07
4.05e-07	1.33	6.97052e-07	6.95652e-07	6.5693e-07	6.57615e-07	6.56123e-07
4.05e-07	1.34	6.97077e-07	6.95677e-07	6.56941e-07	6.57626e-07	6.56134e-07
4.05e-07	1.35	6.97089e-07	6.95689e-07	6.56952e-07	6.57638e-07	6.56145e-07
4.1e-07	1.33	6.97064e-07	6.95652e-07	6.5693e-07	6.57615e-07	6.56134e-07
4.1e-07	1.34	6.97077e-07	6.95677e-07	6.56941e-07	6.57626e-07	6.56134e-07
4.1e-07	1.35	6.97089e-07	6.95689e-07	6.56952e-07	6.57638e-07	6.56145e-07
4.15e-07	1.33	6.97064e-07	6.95664e-07	6.56941e-07	6.57615e-07	6.56134e-07
4.15e-07	1.34	6.97077e-07	6.95677e-07	6.56941e-07	6.57626e-07	6.56145e-07
4.15e-07	1.35	6.97089e-07	6.95689e-07	6.56952e-07	6.57638e-07	6.56145e-07
4.2e-07	1.33	6.97064e-07	6.95664e-07	6.56941e-07	6.57615e-07	6.56134e-07
4.2e-07	1.34	6.97077e-07	6.95677e-07	6.56941e-07	6.57626e-07	6.56145e-07
4.2e-07	1.35	6.97089e-07	6.95689e-07	6.56952e-07	6.57638e-07	6.56145e-07
