-9.5e-08	1.33	6.87603e-07	6.8689e-07	6.86216e-07	6.88292e-07	6.89527e-07
-9.5e-08	1.34	6.87652e-07	6.86927e-07	6.86253e-07	6.88329e-07	6.89564e-07
-9.5e-08	1.35	6.87689e-07	6.86964e-07	6.8629e-07	6.88366e-07	6.89601e-07
-1e-07	1.33	6.87628e-07	6.86903e-07	6.86229e-07	6.88305e-07	6.89539e-07
-1e-07	1.34	6.87652e-07	6.8694e-07	6.86253e-07	6.88342e-07	6.89576e-07
-1e-07	1.35	6.87689e-07	6.86964e-07	6.8629e-07	6.88366e-07	6.89601e-07
-1.05e-07	1.33	6.8764e-07	6.86915e-07	6.86241e-07	6.88317e-07	6.89551e-07
-1.05e-07	1.34	6.87664e-07	6.8694e-07	6.86265e-07	6.88342e-07	6.89576e-07
-1.05e-07	1.35	6.87689e-07	6.86964e-07	6.8629e-07	6.88366e-07	6.89601e-07
-9e-08	1.33	6.87529e-07	6.86805e-07	6.86131e-07	6.88206e-07	6.8944e-07
-9e-08	1.34	6.87566e-07	6.86854e-07	6.8618e-07	6.88255e-07	6.89489e-07
-9e-08	1.35	6.8764e-07	6.86927e-07	6.86241e-07	6.88317e-07	6.89551e-07
-1.1e-07	1.33	6.8764e-07	6.86927e-07	6.86253e-07	6.88329e-07	6.89564e-07
-1.1e-07	1.34	6.87664e-07	6.86952e-07	6.86265e-07	6.88354e-07	6.89576e-07
-1.1e-07	1.35	6.87689e-07	6.86964e-07	6.8629e-07	6.88366e-07	6.89601e-07
-1.15e-07	1.33	6.87652e-07	6.8694e-07	6.86253e-07	6.88329e-07	6.89564e-07
-1.15e-07	1.34	6.87664e-07	6.86952e-07	6.86265e-07	6.88354e-07	6.89588e-07
-1.15e-07	1.35	6.87689e-07	6.86964e-07	6.8629e-07	6.88366e-07	6.89601e-07
