4e-07	1.33	6.87554e-07	6.86841e-07	6.86167e-07	6.88243e-07	6.89477e-07
4e-07	1.34	6.87591e-07	6.86878e-07	6.86192e-07	6.8828e-07	6.89514e-07
4e-07	1.35	6.87689e-07	6.86964e-07	6.8629e-07	6.88366e-07	6.89601e-07
4.05e-07	1.33	6.8764e-07	6.86915e-07	6.86241e-07	6.88317e-07	6.89551e-07
4.05e-07	1.34	6.87664e-07	6.8694e-07	6.86265e-07	6.88342e-07	6.89576e-07
4.05e-07	1.35	6.87689e-07	6.86964e-07	6.8629e-07	6.88366e-07	6.89601e-07
4.1e-07	1.33	6.8764e-07	6.86927e-07	6.86241e-07	6.88329e-07	6.89564e-07
4.1e-07	1.34	6.87664e-07	6.86952e-07	6.86265e-07	6.88342e-07	6.89576e-07
4.1e-07	1.35	6.87689e-07	6.86964e-07	6.8629e-07	6.88366e-07	6.89601e-07
4.15e-07	1.33	6.87652e-07	6.86927e-07	6.86253e-07	6.88329e-07	6.89564e-07
4.15e-07	1.34	6.87664e-07	6.86952e-07	6.86265e-07	6.88354e-07	6.89588e-07
4.15e-07	1.35	6.87689e-07	6.86964e-07	6.8629e-07	6.88366e-07	6.89601e-07
4.2e-07	1.33	6.87652e-07	6.8694e-07	6.86253e-07	6.88342e-07	6.89564e-07
4.2e-07	1.34	6.87664e-07	6.86952e-07	6.86278e-07	6.88354e-07	6.89588e-07
4.2e-07	1.35	6.87689e-07	6.86964e-07	6.8629e-07	6.88366e-07	6.89601e-07
