sim time 1.8e-12; resolution 1.5e-08
4e-07	1.35	6.9795e-07	6.93106e-07	6.92245e-07	6.89898e-07	6.87566e-07
4e-07	1.37	6.98685e-07	6.93807e-07	6.92931e-07	6.90579e-07	6.88243e-07
4e-07	1.39	6.99435e-07	6.94508e-07	6.93644e-07	6.91299e-07	6.88958e-07
4.5e-07	1.35	7.08966e-07	7.08169e-07	7.06491e-07	6.61871e-07	6.57132e-07
4.5e-07	1.37	7.09594e-07	7.0877e-07	7.07101e-07	6.62407e-07	6.57626e-07
4.5e-07	1.39	7.09397e-07	7.07739e-07	7.05311e-07	6.62955e-07	6.58133e-07
5e-07	1.35	6.74456e-07	6.69093e-07	6.68209e-07	6.67305e-07	6.66426e-07
5e-07	1.37	6.74918e-07	6.70376e-07	6.69477e-07	6.68581e-07	6.67698e-07
5e-07	1.39	6.75416e-07	6.73311e-07	6.71617e-07	6.70715e-07	6.69827e-07
5.5e-07	1.35	6.89762e-07	6.84323e-07	6.54403e-07	6.53635e-07	6.51553e-07
5.5e-07	1.37	6.90195e-07	6.84823e-07	6.54782e-07	6.54002e-07	6.51918e-07
5.5e-07	1.39	6.90641e-07	6.85421e-07	6.54381e-07	6.52305e-07	6.50308e-07
6e-07	1.35	7.03286e-07	6.93581e-07	6.88021e-07	6.66865e-07	6.6087e-07
6e-07	1.37	7.03698e-07	6.88822e-07	6.67223e-07	6.61302e-07	6.50451e-07
6e-07	1.39	7.04123e-07	6.89687e-07	6.67594e-07	6.61757e-07	6.51112e-07
6.5e-07	1.35	7.01451e-07	6.96988e-07	6.80448e-07	6.70914e-07	6.61041e-07
6.5e-07	1.37	7.02041e-07	6.97671e-07	6.80797e-07	6.71371e-07	6.61609e-07
6.5e-07	1.39	7.02041e-07	6.97671e-07	6.80797e-07	6.71371e-07	6.61609e-07
7e-07	1.35	7.08848e-07	7.057e-07	6.92931e-07	6.71734e-07	6.62773e-07
7e-07	1.37	7.09384e-07	7.06322e-07	6.93256e-07	6.72216e-07	6.6307e-07
7e-07	1.39	7.09961e-07	7.06958e-07	6.93606e-07	6.72875e-07	6.63367e-07
7.5e-07	1.35	7.03968e-07	6.81244e-07	6.74882e-07	6.6243e-07	6.52194e-07
7.5e-07	1.37	7.04291e-07	6.81703e-07	6.75179e-07	6.6291e-07	6.52593e-07
7.5e-07	1.39	7.04626e-07	7.02143e-07	6.82162e-07	6.75475e-07	6.53003e-07
8e-07	1.35	6.90182e-07	6.86008e-07	6.70855e-07	6.62293e-07	6.60155e-07
8e-07	1.37	6.90592e-07	6.86302e-07	6.71289e-07	6.62647e-07	6.60416e-07
8e-07	1.39	6.91026e-07	6.86596e-07	6.71734e-07	6.63035e-07	6.60666e-07
