6e-07	1.34	6.92994e-07	6.91635e-07	6.84762e-07	6.60269e-07	6.59035e-07
6e-07	1.36	6.93544e-07	6.92183e-07	6.8536e-07	6.60723e-07	6.59487e-07
4e-07	1.34	6.99849e-07	6.99043e-07	6.96901e-07	6.94772e-07	6.50632e-07
4e-07	1.36	6.99774e-07	6.97617e-07	6.95473e-07	6.51163e-07	6.50465e-07
4e-07	1.38	6.98345e-07	6.96186e-07	6.51713e-07	6.51014e-07	6.50316e-07
6e-07	1.34	6.94698e-07	6.92583e-07	6.9047e-07	6.84331e-07	6.599e-07
6e-07	1.36	6.9525e-07	6.93131e-07	6.91015e-07	6.84887e-07	6.60351e-07
6e-07	1.38	6.95814e-07	6.93691e-07	6.85455e-07	6.60811e-07	6.50455e-07
8e-07	1.34	6.96431e-07	6.94306e-07	6.92214e-07	6.69841e-07	6.52162e-07
8e-07	1.36	6.96922e-07	6.94804e-07	6.92709e-07	6.70265e-07	6.52564e-07
8e-07	1.38	6.97435e-07	6.95314e-07	6.93216e-07	6.7071e-07	6.52976e-07
1e-06	1.34	6.96986e-07	6.76495e-07	6.65919e-07	6.58801e-07	6.56918e-07
1e-06	1.36	6.97467e-07	6.76928e-07	6.66455e-07	6.59183e-07	6.57297e-07
1e-06	1.38	6.97949e-07	6.77361e-07	6.66993e-07	6.59575e-07	6.57687e-07
1.2e-06	1.34	6.83395e-07	6.78139e-07	6.67658e-07	6.61801e-07	6.52592e-07
1.2e-06	1.36	6.83817e-07	6.78553e-07	6.68041e-07	6.62177e-07	6.52939e-07
1.2e-06	1.38	6.84238e-07	6.78959e-07	6.68433e-07	6.62544e-07	6.53286e-07
5e-06	1.38	7.4981e-07	7.02063e-07	6.51367e-07	5.8713e-07	5.56401e-07
5e-06	1.36	7.52056e-07	7.04052e-07	6.60342e-07	5.56662e-07	5.28977e-07
